Condition_numeric,type,condition_category,Strain,category_magnitude,delta_pH,corrected_individual_rate,corrected_individual_OD,corrected_lag_time,condition,SILVA_phylum,SILVA_class,SILVA_order,SILVA_family,SILVA_genus,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Parabacteroides distasonis ATCC 8503,3,0,0.029839743,0.555,4.687777778,1180,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Parabacteroides distasonis ATCC 8503,3,0.771318592,0.03456682,0.559,4.687777778,1180,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Parabacteroides distasonis ATCC 8503,4,0,0,0,0,1808,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Parabacteroides distasonis ATCC 8503,4,0,0,0,0,1808,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Parabacteroides distasonis ATCC 8503,4,0,0,0,0,1808,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
5,pH,pH 4,Parabacteroides distasonis ATCC 8503,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
5,pH,pH 4,Parabacteroides distasonis ATCC 8503,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
5,pH,pH 4,Parabacteroides distasonis ATCC 8503,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
6,pH,pH 5.5,Parabacteroides distasonis ATCC 8503,3,0,0.020466491,0.127,12.88861111,5.4,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
6,pH,pH 5.5,Parabacteroides distasonis ATCC 8503,3,0.232826961,0.021000777,0.025,10.22861111,5.4,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
6,pH,pH 5.5,Parabacteroides distasonis ATCC 8503,3,0.156813989,0.078923198,0.016,11.33694444,5.4,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
7,pH,pH 6.9,Parabacteroides distasonis ATCC 8503,2,0,0.09050289,1.061,3.358055556,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
7,pH,pH 6.9,Parabacteroides distasonis ATCC 8503,2,0.961569046,0.091686966,1.059,3.136388889,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
7,pH,pH 6.9,Parabacteroides distasonis ATCC 8503,2,0.803217811,0.094125972,1.083,2.914722222,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
8,pH,pH 7.4,Parabacteroides distasonis ATCC 8503,1,0.974248015,0.146704354,1.124,2.471388889,7.3,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
8,pH,pH 7.4,Parabacteroides distasonis ATCC 8503,1,0,0.1524115,1.124,2.693055556,7.3,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
8,pH,pH 7.4,Parabacteroides distasonis ATCC 8503,1,0.633888314,0.168423938,1.15,2.471388889,7.3,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Peptostreptococcus anaerobius CC14N HM-1051,1,0,0.191425405,0.78,0.92,451,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
3,osmolality,condition 1: lowest osmolality,Peptostreptococcus anaerobius CC14N HM-1051,1,0.68980912,0.204993904,0.79,0.92,451,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
3,osmolality,condition 1: lowest osmolality,Peptostreptococcus anaerobius CC14N HM-1051,1,0.69166637,0.210526347,0.794,0.698611111,451,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Peptostreptococcus anaerobius CC14N HM-1051,2,0.466467193,0.062427302,0.656,1.585,892,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Peptostreptococcus anaerobius CC14N HM-1051,2,0,0.071338332,0.744,0.698611111,892,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Peptostreptococcus anaerobius CC14N HM-1051,2,0.53870907,0.074955039,0.712,1.363333333,892,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Peptostreptococcus anaerobius CC14N HM-1051,3,0.487822748,0.012072092,0.567,1.806666667,1180,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Peptostreptococcus anaerobius CC14N HM-1051,3,0,0.032261041,0.635,1.806666667,1180,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Peptostreptococcus anaerobius CC14N HM-1051,3,0.499293874,0.053635108,0.69,1.585,1180,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Peptostreptococcus anaerobius CC14N HM-1051,4,0.369103563,0.040851115,0.808,2.471388889,1808,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Peptostreptococcus anaerobius CC14N HM-1051,4,0.468830522,0.041936215,0.83,2.471388889,1808,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Peptostreptococcus anaerobius CC14N HM-1051,4,0,0.043427882,0.824,2.914722222,1808,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
5,pH,pH 4,Peptostreptococcus anaerobius CC14N HM-1051,4,0,0,0,0,4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
5,pH,pH 4,Peptostreptococcus anaerobius CC14N HM-1051,4,0,0,0,0,4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
5,pH,pH 4,Peptostreptococcus anaerobius CC14N HM-1051,4,0,0,0,0,4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
6,pH,pH 5.5,Peptostreptococcus anaerobius CC14N HM-1051,3,0.366851194,0.043396871,0.491,0.033888889,5.4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
6,pH,pH 5.5,Peptostreptococcus anaerobius CC14N HM-1051,3,0,0.04386433,0.496,1.806666667,5.4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
6,pH,pH 5.5,Peptostreptococcus anaerobius CC14N HM-1051,3,0.28968743,0.043970371,0.51,1.585,5.4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
7,pH,pH 6.9,Peptostreptococcus anaerobius CC14N HM-1051,2,0.654848916,0.099838929,0.405,1.141666667,6.7,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
7,pH,pH 6.9,Peptostreptococcus anaerobius CC14N HM-1051,2,0,0.11100226,0.389,1.141666667,6.7,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
7,pH,pH 6.9,Peptostreptococcus anaerobius CC14N HM-1051,2,0.510451582,0.119627412,0.451,0.92,6.7,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
8,pH,pH 7.4,Peptostreptococcus anaerobius CC14N HM-1051,1,0,0.018446939,0.295,1.141666667,7.3,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
8,pH,pH 7.4,Peptostreptococcus anaerobius CC14N HM-1051,1,0.261602783,0.022884267,0.327,1.141666667,7.3,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
8,pH,pH 7.4,Peptostreptococcus anaerobius CC14N HM-1051,1,0.28301344,0.033570795,0.326,1.141666667,7.3,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,,,,
3,osmolality,condition 1: lowest osmolality,Phocaeicola dorei 5_1_36/D4 HM-29,1,0.888808824,0.094395169,0.96,1.141944444,446,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Phocaeicola dorei 5_1_36/D4 HM-29,1,0.852210897,0.095581746,0.97,1.141944444,446,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Phocaeicola dorei 5_1_36/D4 HM-29,1,0,0.111718477,1.057,0.920555556,446,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Phocaeicola dorei 5_1_36/D4 HM-29,2,0.818743026,0.034470616,0.643,1.585277778,891,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Phocaeicola dorei 5_1_36/D4 HM-29,2,0.768956827,0.035171621,0.649,1.585277778,891,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Phocaeicola dorei 5_1_36/D4 HM-29,2,0,0.062753416,0.779,1.141944444,891,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Phocaeicola dorei 5_1_36/D4 HM-29,3,0.68389066,0.011368341,0.334,2.915277778,1179,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Phocaeicola dorei 5_1_36/D4 HM-29,3,0.61415927,0.020492182,0.371,2.693611111,1179,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Phocaeicola dorei 5_1_36/D4 HM-29,3,0,0.033147061,0.478,0.033888889,1179,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Phocaeicola dorei 5_1_36/D4 HM-29,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Phocaeicola dorei 5_1_36/D4 HM-29,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Phocaeicola dorei 5_1_36/D4 HM-29,4,0,0,0,0,1784,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Phocaeicola dorei 5_1_36/D4 HM-29,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Phocaeicola dorei 5_1_36/D4 HM-29,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Phocaeicola dorei 5_1_36/D4 HM-29,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Phocaeicola dorei 5_1_36/D4 HM-29,3,0.556740559,0.008157612,0.229,2.693611111,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Phocaeicola dorei 5_1_36/D4 HM-29,3,0.501316473,0.008756505,0.236,2.693611111,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Phocaeicola dorei 5_1_36/D4 HM-29,3,0.159461573,0.017337032,0.001,0,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Phocaeicola dorei 5_1_36/D4 HM-29,2,0.798687092,0.066815904,0.863,1.141944444,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Phocaeicola dorei 5_1_36/D4 HM-29,2,0.928375376,0.069223154,0.886,1.141944444,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Phocaeicola dorei 5_1_36/D4 HM-29,2,0,0.089902311,0.983,0.920555556,6.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Phocaeicola dorei 5_1_36/D4 HM-29,1,0,0,1.052,0.920555556,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Phocaeicola dorei 5_1_36/D4 HM-29,1,0.395487246,0.086375753,0.938,1.141944444,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Phocaeicola dorei 5_1_36/D4 HM-29,1,0.495132121,0.090604404,0.95,1.141944444,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Phocaeicola sartorii NM22,1,0,0.027161019,0.53,0,472,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Phocaeicola sartorii NM22,1,1.003412226,0.027832481,0.528,1.003412226,472,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Phocaeicola sartorii NM22,1,0.990810465,0.031378796,0.529,0.990810465,472,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Phocaeicola sartorii NM22,2,0,0,0,0,862,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Phocaeicola sartorii NM22,2,0,0,0,0,862,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Phocaeicola sartorii NM22,2,0,0,0,0,862,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Phocaeicola sartorii NM22,3,0,0,0,0,1247,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Phocaeicola sartorii NM22,3,0,0,0,0,1247,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Phocaeicola sartorii NM22,3,0,0,0,0,1247,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Phocaeicola sartorii NM22,4,0,0,0,0,1824,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Phocaeicola sartorii NM22,4,0,0,0,0,1824,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Phocaeicola sartorii NM22,4,0,0,0,0,1824,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Phocaeicola sartorii NM22,4,0,0,0,0,4.1,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Phocaeicola sartorii NM22,4,0,0,0,0,4.1,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Phocaeicola sartorii NM22,4,0,0,0,0,4.1,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Phocaeicola sartorii NM22,3,0.684561229,0.002453454,0.178,0.684561229,5.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Phocaeicola sartorii NM22,3,0.680946696,0.002768876,0.195,0.680946696,5.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Phocaeicola sartorii NM22,3,0,0.002988515,0.189,0,5.7,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Phocaeicola sartorii NM22,2,0.822491296,0.015142032,0.283,0.822491296,6.9,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Phocaeicola sartorii NM22,2,0.891634486,0.01515184,0.349,0.891634486,6.9,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Phocaeicola sartorii NM22,2,0.68557547,0.017546189,0.303,0.68557547,6.9,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Phocaeicola sartorii NM22,1,0,0,0,0,7.6,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Phocaeicola sartorii NM22,1,0,0,0,0,7.6,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Phocaeicola sartorii NM22,1,0,0,0,0,7.6,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Phocaeicola vulgatus ATCC 8482,1,1.316301213,0.022689548,0.49,15.32833333,434,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Phocaeicola vulgatus ATCC 8482,1,1.068965362,0.025630717,0.559,15.32833333,434,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Phocaeicola vulgatus ATCC 8482,1,1.284775516,0.029281922,0.48,14.885,434,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Phocaeicola vulgatus ATCC 8482,2,0.839267814,0.011686905,0.354,22.64333333,896,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Phocaeicola vulgatus ATCC 8482,2,0,0.012007337,0.371,0.033888889,896,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Phocaeicola vulgatus ATCC 8482,2,0.583121215,0.013518148,0.241,22.865,896,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Phocaeicola vulgatus ATCC 8482,3,0.221740309,0.003818354,0.065,47.69777778,1173,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Phocaeicola vulgatus ATCC 8482,3,0.214172541,0.015872806,0.003,108.4927778,1173,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Phocaeicola vulgatus ATCC 8482,3,0.910007747,0.03937742,0.619,45.25861111,1173,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Phocaeicola vulgatus ATCC 8482,4,0,0,0,0,1823,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Phocaeicola vulgatus ATCC 8482,4,0,0,0,0,1823,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Phocaeicola vulgatus ATCC 8482,4,0,0,0,0,1823,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Phocaeicola vulgatus ATCC 8482,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Phocaeicola vulgatus ATCC 8482,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
5,pH,pH 4,Phocaeicola vulgatus ATCC 8482,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Phocaeicola vulgatus ATCC 8482,3,0.708458376,0.002737418,0.093,0.033888889,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Phocaeicola vulgatus ATCC 8482,3,0,0.015985364,0.077,19.54,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
6,pH,pH 5.5,Phocaeicola vulgatus ATCC 8482,3,0.635388644,0.028705158,0.022,23.08666667,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Phocaeicola vulgatus ATCC 8482,2,1.329696476,0.010552253,0.378,0.033888889,6.9,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Phocaeicola vulgatus ATCC 8482,2,1.195466468,0.012736708,0.391,16.43666667,6.9,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
7,pH,pH 6.9,Phocaeicola vulgatus ATCC 8482,2,1.09094386,0.027276536,0.512,15.77166667,6.9,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Phocaeicola vulgatus ATCC 8482,1,0.310369688,0.01990486,0.183,0.033888889,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Phocaeicola vulgatus ATCC 8482,1,0,0.037086722,0.546,39.27166667,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
8,pH,pH 7.4,Phocaeicola vulgatus ATCC 8482,1,0.328524396,0.137403498,0.291,44.815,7.4,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,
3,osmolality,condition 1: lowest osmolality,Prevotella buccae D17 ,1,2.099334105,0.153109843,1.314,9.343611111,234,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
3,osmolality,condition 1: lowest osmolality,Prevotella buccae D17 ,1,0,0.156693544,1.331,0.033888889,234,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
3,osmolality,condition 1: lowest osmolality,Prevotella buccae D17 ,1,2.037858236,0.164038257,1.34,8.456944444,234,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Prevotella buccae D17 ,2,0,0,0,0,889,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Prevotella buccae D17 ,2,0,0,0,0,889,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Prevotella buccae D17 ,2,0,0,0,0,889,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Prevotella buccae D17 ,3,0,0,0,0,1177,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Prevotella buccae D17 ,3,0,0,0,0,1177,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Prevotella buccae D17 ,3,0,0,0,0,1177,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Prevotella buccae D17 ,4,0,0,0,0,1803,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Prevotella buccae D17 ,4,0,0,0,0,1803,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Prevotella buccae D17 ,4,0,0,0,0,1803,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
6,pH,pH 4,Prevotella buccae D17 ,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
6,pH,pH 4,Prevotella buccae D17 ,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
6,pH,pH 4,Prevotella buccae D17 ,4,0,0,0,0,4,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
7,pH,pH 5.5,Prevotella buccae D17 ,3,0,0.020782447,0.294,0.033888889,5.5,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,,
